H NUM     Z    A ISOM  ABUNDANCE_MF  ISOTP
 # mod     4836 dzeit  1.85E-04 agej  1.2362E+06
 # t9 =    1.396E+00 rho =    5.156E+05
 # densn  6.16739E+09
 # densp  1.28365E+12
 # densa  1.37717E+17
 # total_energy_flux_[erg/(g*s)]  0.00000E+00
  241    33.  74.   1   2.11783E-11  AS 74
  242    33.  75.   1   4.88432E-07  AS 75
  243    33.  76.   1   7.22376E-11  AS 76
  244    33.  77.   1   1.04636E-10  AS 77
  245    33.  78.   1   2.75796E-15  AS 78
  246    33.  79.   1   1.01221E-18  AS 79
  247    33.  80.   1   1.48782E-24  AS 80
  248    33.  81.   1   1.00000E-99  AS 81
  249    34.  72.   1   7.61733E-18  SE 72
  250    34.  73.   1   1.90416E-19  SE 73
  251    34.  74.   1   8.91128E-15  SE 74
  252    34.  75.   1   9.03361E-13  SE 75
  253    34.  76.   1   6.07899E-07  SE 76
  254    34.  77.   1   3.22381E-07  SE 77
  255    34.  78.   1   1.21096E-06  SE 78
  256    34.  79.   1   2.43553E-07  SE 79
  257    34.  80.   1   7.34772E-07  SE 80
  258    34.  81.   1   1.97704E-10  SE 81
  259    34.  82.   1   3.29777E-09  SE 82
  260    34.  83.   1   9.56310E-14  SE 83
  261    34.  84.   1   8.61194E-19  SE 84
  262    35.  74.   1   1.47523E-27  BR 74
  263    35.  75.   1   1.51528E-22  BR 75
  264    35.  76.   1   1.62543E-19  BR 76
  265    35.  77.   1   3.03756E-13  BR 77
  266    35.  78.   1   3.46833E-13  BR 78
  267    35.  79.   1   4.94314E-08  BR 79
  268    35.  80.   1   3.28308E-10  BR 80
  269    35.  81.   1   1.36088E-07  BR 81
  270    35.  82.   1   1.10255E-10  BR 82
  271    35.  83.   1   1.34378E-12  BR 83
  272    35.  84.   1   4.40434E-16  BR 84
  273    35.  85.   1   2.46577E-20  BR 85
  274    35.  86.   1   1.39093E-26  BR 86
  275    35.  87.   1   1.00000E-99  BR 87
  276    36.  76.   1   1.00000E-99  KR 76
  277    36.  77.   1   2.64459E-26  KR 77
  278    36.  78.   1   9.04842E-17  KR 78
  279    36.  79.   1   3.15413E-16  KR 79
  280    36.  80.   1   8.31700E-08  KR 80
  281    36.  81.   1   4.07244E-08  KR 81
  282    36.  82.   1   2.92413E-07  KR 82
  283    36.  83.   1   1.22377E-07  KR 83
  284    36.  84.   1   4.01380E-07  KR 84
  285    36.  85.   1   3.32795E-08  KR 85
  286    36.  86.   1   1.80628E-07  KR 86
  287    36.  87.   1   1.05145E-11  KR 87
  288    36.  88.   1   2.78261E-15  KR 88
  289    36.  89.   1   4.46671E-21  KR 89
  290    36.  90.   1   1.88626E-27  KR 90
  291    37.  79.   1   1.65707E-25  RB 79
  292    37.  80.   1   1.76466E-26  RB 80
  293    37.  81.   1   1.62751E-15  RB 81
  294    37.  82.   1   1.27849E-15  RB 82
  295    37.  83.   1   2.79292E-13  RB 83
  296    37.  84.   1   1.70699E-13  RB 84
  297    37.  85.   1   7.17982E-08  RB 85
  298    37.  86.   1   2.13209E-08  RB 86
  299    37.  87.   1   1.01486E-07  RB 87
  300    37.  88.   1   8.44468E-12  RB 88
  301    37.  89.   1   1.10451E-15  RB 89
  302    37.  90.   1   2.86990E-20  RB 90
  303    37.  91.   1   2.49589E-25  RB 91
  304    38.  80.   1   1.00000E-99  SR 80
  305    38.  81.   1   1.00000E-99  SR 81
  306    38.  82.   1   1.66483E-21  SR 82
  307    38.  83.   1   2.41206E-22  SR 83
  308    38.  84.   1   5.06848E-17  SR 84
  309    38.  85.   1   5.01901E-15  SR 85
  310    38.  86.   1   9.45820E-08  SR 86
  311    38.  87.   1   4.04480E-08  SR 87
  312    38.  88.   1   4.30868E-07  SR 88
  313    38.  89.   1   1.87006E-08  SR 89
  314    38.  90.   1   1.48551E-08  SR 90
  315    38.  91.   1   1.27339E-11  SR 91
  316    38.  92.   1   7.50771E-15  SR 92
  317    38.  93.   1   7.83581E-20  SR 93
  318    38.  94.   1   2.43932E-25  SR 94
  319    39.  85.   1   4.15151E-25  Y  85
  320    39.  86.   1   1.14035E-22  Y  86
  321    39.  87.   1   6.69263E-15  Y  87
  322    39.  88.   1   1.15778E-14  Y  88
  323    39.  89.   1   8.70908E-08  Y  89
  324    39.  90.   1   6.94401E-10  Y  90
  325    39.  91.   1   2.09193E-09  Y  91
  326    39.  92.   1   4.99620E-12  Y  92
  327    39.  93.   1   8.78503E-14  Y  93
  328    39.  94.   1   2.81294E-17  Y  94
  329    39.  95.   1   5.87570E-21  Y  95
  330    39.  96.   1   5.21234E-27  Y  96
  331    40.  86.   1   1.00000E-99  ZR 86
  332    40.  87.   1   1.00000E-99  ZR 87
  333    40.  88.   1   1.71653E-21  ZR 88
  334    40.  89.   1   8.81766E-20  ZR 89
  335    40.  90.   1   3.72017E-08  ZR 90
  336    40.  91.   1   1.72106E-08  ZR 91
  337    40.  92.   1   2.23670E-08  ZR 92
  338    40.  93.   1   1.19120E-08  ZR 93
  339    40.  94.   1   1.94073E-08  ZR 94
  340    40.  95.   1   4.74996E-09  ZR 95
  341    40.  96.   1   4.91614E-09  ZR 96
  342    40.  97.   1   6.71812E-13  ZR 97
  343    40.  98.   1   7.34757E-19  ZR 98
  344    41.  89.   1   1.00000E-99  NB 89
  345    41.  90.   1   1.00000E-99  NB 90
  346    41.  91.   1   9.13849E-15  NB 91
  347    41.  92.   1   3.23534E-16  NB 92
  348    41.  93.   1   1.05651E-12  NB 93
  349    41.  94.   1   1.00207E-13  NB 94
  350    41.  95.   1   1.44346E-09  NB 95
  351    41.  96.   1   1.72476E-11  NB 96
