H NUM     Z    A ISOM  ABUNDANCE_MF  ISOTP
 # mod      502 dzeit  7.92E-03 agej  4.5325E+00
 # t9 =    2.103E+00 rho =    3.194E+07
 # densn  6.18657E+11
 # densp  1.65202E+13
 # densa  3.58003E+15
 # total_energy_flux_[erg/(g*s)]  0.00000E+00
  303    37.  91.   1   1.00000E-99  RB 91
  304    38.  80.   1   2.03958E-24  SR 80
  305    38.  81.   1   6.14957E-23  SR 81
  306    38.  82.   1   9.07510E-15  SR 82
  307    38.  83.   1   4.03901E-15  SR 83
  308    38.  84.   1   2.05452E-10  SR 84
  309    38.  85.   1   2.02526E-11  SR 85
  310    38.  86.   1   1.19633E-07  SR 86
  311    38.  87.   1   4.25198E-09  SR 87
  312    38.  88.   1   2.54368E-06  SR 88
  313    38.  89.   1   6.35047E-13  SR 89
  314    38.  90.   1   1.23510E-17  SR 90
  315    38.  91.   1   1.28536E-25  SR 91
  316    38.  92.   1   1.00000E-99  SR 92
  317    38.  93.   1   1.00000E-99  SR 93
  318    38.  94.   1   1.00000E-99  SR 94
  319    39.  85.   1   1.19063E-19  Y  85
  320    39.  86.   1   4.26044E-19  Y  86
  321    39.  87.   1   1.42938E-14  Y  87
  322    39.  88.   1   8.00347E-14  Y  88
  323    39.  89.   1   9.59012E-10  Y  89
  324    39.  90.   1   1.44932E-15  Y  90
  325    39.  91.   1   8.73858E-20  Y  91
  326    39.  92.   1   1.96758E-26  Y  92
  327    39.  93.   1   1.00000E-99  Y  93
  328    39.  94.   1   1.00000E-99  Y  94
  329    39.  95.   1   1.00000E-99  Y  95
  330    39.  96.   1   1.00000E-99  Y  96
  331    40.  86.   1   2.06843E-20  ZR 86
  332    40.  87.   1   6.22191E-19  ZR 87
  333    40.  88.   1   6.32309E-13  ZR 88
  334    40.  89.   1   2.35769E-12  ZR 89
  335    40.  90.   1   2.14052E-07  ZR 90
  336    40.  91.   1   4.42176E-12  ZR 91
  337    40.  92.   1   7.80393E-15  ZR 92
  338    40.  93.   1   2.03970E-20  ZR 93
  339    40.  94.   1   4.25130E-24  ZR 94
  340    40.  95.   1   1.00000E-99  ZR 95
  341    40.  96.   1   1.00000E-99  ZR 96
  342    40.  97.   1   1.00000E-99  ZR 97
  343    40.  98.   1   1.00000E-99  ZR 98
  344    41.  89.   1   1.42991E-22  NB 89
  345    41.  90.   1   1.10748E-20  NB 90
  346    41.  91.   1   3.85988E-15  NB 91
  347    41.  92.   1   1.14949E-18  NB 92
  348    41.  93.   1   1.48420E-20  NB 93
  349    41.  94.   1   8.81448E-26  NB 94
  350    41.  95.   1   1.00000E-99  NB 95
  351    41.  96.   1   1.00000E-99  NB 96
  352    41.  97.   1   1.00000E-99  NB 97
  353    41.  98.   1   1.00000E-99  NB 98
  354    41.  99.   1   1.00000E-99  NB 99
  355    42.  90.   1   7.19196E-26  MO 90
  356    42.  91.   1   5.82536E-23  MO 91
  357    42.  92.   1   1.65894E-15  MO 92
  358    42.  93.   1   5.34886E-18  MO 93
  359    42.  94.   1   1.09278E-17  MO 94
  360    42.  95.   1   8.58823E-22  MO 95
  361    42.  96.   1   7.21780E-22  MO 96
  362    42.  97.   1   2.43955E-27  MO 97
  363    42.  98.   1   1.00000E-99  MO 98
  364    42.  99.   1   1.00000E-99  MO 99
  365    42. 100.   1   1.00000E-99  MO100
  366    42. 101.   1   1.00000E-99  MO101
  367    42. 102.   1   1.00000E-99  MO102
  368    43.  93.   1   3.15439E-24  TC 93
  369    43.  94.   1   3.50366E-23  TC 94
  370    43.  95.   1   3.98954E-21  TC 95
  371    43.  96.   1   2.04278E-23  TC 96
  372    43.  97.   1   4.33296E-21  TC 97
  373    43.  98.   1   2.74872E-26  TC 98
  374    43.  99.   1   1.75409E-27  TC 99
  375    43. 100.   1   1.00000E-99  TC100
  376    43. 101.   1   1.00000E-99  TC101
  377    43. 102.   1   1.00000E-99  TC102
  378    43. 103.   1   1.00000E-99  TC103
  379    43. 104.   1   1.00000E-99  TC104
  380    43. 105.   1   1.00000E-99  TC105
  381    44.  94.   1   5.65729E-21  RU 94
  382    44.  95.   1   5.48988E-20  RU 95
  383    44.  96.   1   3.25503E-17  RU 96
  384    44.  97.   1   5.25433E-19  RU 97
  385    44.  98.   1   2.54358E-16  RU 98
  386    44.  99.   1   4.90223E-20  RU 99
  387    44. 100.   1   1.29112E-18  RU100
  388    44. 101.   1   7.52384E-24  RU101
  389    44. 102.   1   1.04528E-25  RU102
  390    44. 103.   1   1.00000E-99  RU103
  391    44. 104.   1   1.00000E-99  RU104
  392    44. 105.   1   1.00000E-99  RU105
  393    44. 106.   1   1.00000E-99  RU106
  394    45.  98.   1   4.84158E-25  RH 98
  395    45.  99.   1   9.81028E-21  RH 99
  396    45. 100.   1   7.50199E-22  RH100
  397    45. 101.   1   2.66182E-18  RH101
  398    45. 102.   1   7.76367E-23  RH102
  399    45. 103.   1   6.78389E-23  RH103
  400    45. 104.   1   1.00000E-99  RH104
  401    45. 105.   1   1.00000E-99  RH105
  402    45. 106.   1   1.00000E-99  RH106
  403    45. 107.   1   1.00000E-99  RH107
  404    45. 108.   1   1.00000E-99  RH108
  405    46.  99.   1   3.43132E-21  PD 99
  406    46. 100.   1   2.80700E-17  PD100
  407    46. 101.   1   8.20907E-19  PD101
  408    46. 102.   1   1.32617E-15  PD102
  409    46. 103.   1   1.43617E-18  PD103
  410    46. 104.   1   9.23081E-18  PD104
  411    46. 105.   1   2.30296E-22  PD105
  412    46. 106.   1   1.32245E-21  PD106
  413    46. 107.   1   3.80953E-27  PD107
  414    46. 108.   1   1.00000E-99  PD108
  415    46. 109.   1   1.00000E-99  PD109
  416    46. 110.   1   1.00000E-99  PD110
  417    46. 111.   1   1.00000E-99  PD111
  418    46. 112.   1   1.00000E-99  PD112
  419    47. 101.   1   1.00000E-99  AG101
  420    47. 102.   1   1.51407E-27  AG102
  421    47. 103.   1   2.32834E-23  AG103
  422    47. 104.   1   1.36199E-21  AG104
  423    47. 105.   1   1.59102E-18  AG105
  424    47. 106.   1   4.96197E-22  AG106
  425    47. 107.   1   1.19783E-20  AG107
  426    47. 108.   1   2.36705E-25  AG108
  427    47. 109.   1   2.09239E-25  AG109
  428    47. 110.   1   1.00000E-99  AG110
  429    47. 111.   1   1.00000E-99  AG111
  430    47. 112.   1   1.00000E-99  AG112
  431    47. 113.   1   1.00000E-99  AG113
  432    48. 102.   1   1.44264E-25  CD102
  433    48. 103.   1   7.70365E-24  CD103
  434    48. 104.   1   4.66738E-19  CD104
  435    48. 105.   1   7.67807E-20  CD105
  436    48. 106.   1   3.86098E-16  CD106
  437    48. 107.   1   1.10052E-18  CD107
  438    48. 108.   1   4.44847E-16  CD108
  439    48. 109.   1   8.78739E-20  CD109
  440    48. 110.   1   5.55268E-19  CD110
  441    48. 111.   1   2.84404E-23  CD111
  442    48. 112.   1   2.47716E-24  CD112
  443    48. 113.   1   1.00000E-99  CD113
  444    48. 114.   1   1.00000E-99  CD114
  445    48. 115.   1   1.00000E-99  CD115
  446    48. 116.   1   1.00000E-99  CD116
  447    48. 117.   1   1.00000E-99  CD117
