   #  Z_k1  A_k1  Z_k3  A_k3        Z_k5  A_k5  Z_k7  A_k7    flux [dY/dt]    energy [erg/(g*s)]    timescale reac [s]
  188    7   15    1    1            2    4    6   12         8.98381E-13         4.30367E+06         1.07971E+04
  189    7   15    2    4            0    0    9   19         1.00000E-99         9.92578E-88         1.00000E+90
  190    7   15    2    4            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  191    7   15    2    4            1    1    8   18         1.00000E-99         1.00000E-99         1.00000E+90
  192    8   14    0    1            1    1    7   14         4.39025E-37         2.51038E-18         4.27650E+88
  193    8   14    0    0            1    1    7   13         1.00000E-99         1.00000E-99         1.00000E+90
  194    8   14    2    4            0    0    9   18         4.24620E-52         4.23682E-33         4.38668E+33
  195    8   14    2    4            0    1    9   17         1.00000E-99         5.51432E-98         1.00000E+90
  196    8   14    2    4            1    1    9   17         2.68731E-47         3.08818E-29         6.93136E+28
  197    8   14    0    0            0    0    7   14         1.82821E-20         1.04538E-01         1.01885E+02
  198    8   15    0    1            1    1    7   15         6.35361E-29         2.16789E-10         2.50636E+88
  199    8   15    0    1            2    4    6   12         5.84812E-30         4.79694E-11         2.72300E+89
  200    8   15    0    0            1    1    7   14         1.00000E-99         1.00000E-99         1.00000E+90
  201    8   15    1    1            2    4    6   12         1.00000E-99         2.62394E-90         1.00000E+90
  202    8   15    2    4            0    0   10   19         7.04898E-42         2.40016E-23         2.24128E+31
  203    8   15    2    4            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  204    8   15    2    4            1    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  205    8   15    0    0            0    0    7   15         8.99105E-13         3.06780E+06         1.75716E+02
  206    8   16    0    1            0    0    8   17         4.81578E-30         1.92520E-11         1.00000E+90
  207    8   16    0    1            1    1    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  208    8   16    0    1            2    4    6   13         1.00000E-99         1.00000E-99         1.00000E+90
  209    8   16    1    1            0    0    9   17         7.32388E-16         4.23966E+02         6.90122E+09
  210    8   16    0    0            1    1    7   15         1.00000E-99         1.00000E-99         1.00000E+90
  211    8   16    1    1            2    4    7   13         1.00000E-99         1.00000E-99         1.00000E+90
  212    8   16    2    4            0    0   10   20         1.00000E-99         5.94180E-85         1.00000E+90
  213    8   16    0    0            2    4    6   12         1.00000E-99         1.00000E-99         1.00000E+90
  214    8   16    2    4            0    1   10   19         1.00000E-99         1.00000E-99         1.00000E+90
  215    8   16    2    4            1    1    9   19         1.00000E-99         1.00000E-99         1.00000E+90
  216    8   17    0    1            0    0    8   18         5.42203E-35         4.20836E-16         1.00000E+90
  217    8   17    0    0            0    1    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  218    8   17    0    1            2    4    6   14         1.00000E-99         1.00000E-99         1.00000E+90
  219    8   17    1    1            0    0    9   18         9.03767E-18         4.88929E+01         6.94088E+08
  220    8   17    1    1            0    1    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  221    8   17    1    1            2    4    7   14         7.23350E-16         8.31908E+02         8.67206E+06
  222    8   17    2    4            0    0   10   21         1.00000E-99         1.00000E-99         1.00000E+90
  223    8   17    2    4            0    1   10   20         1.00000E-99         1.00000E-99         1.00000E+90
  224    8   17    2    4            1    1    9   20         1.00000E-99         1.00000E-99         1.00000E+90
  225    8   17    0    0            0    0    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  226    8   18    0    1            0    0    9   19         1.66524E-36         1.28440E-17         1.00000E+90
  227    8   18    0    0            0    1    8   17         1.00000E-99         1.00000E-99         1.00000E+90
